Date,Open,High,Low,Close,Volume,Adj Close
11/08/2009,4304,4335.100098,4285.799805,4334.399902,1540210600,4334.399902
12/08/2009,4324.600098,4353.799805,4299.600098,4345.899902,1671504200,4345.899902
13/08/2009,4354.100098,4436.700195,4354.100098,4436.700195,2234504600,4436.700195
14/08/2009,4447.299805,4506.5,4447.299805,4465.100098,2051932200,4465.100098
17/08/2009,4456.399902,4456.399902,4398.100098,4398.100098,1403748900,4398.100098
18/08/2009,4386.399902,4401.200195,4357.700195,4385.899902,1430640600,4385.899902
19/08/2009,4386,4444.5,4382.399902,4387.5,1864089600,4387.5
20/08/2009,4408.600098,4437.200195,4380.700195,4391.399902,1662763200,4391.399902
21/08/2009,4391.299805,4394.899902,4278.399902,4305.700195,2694360400,4305.700195
24/08/2009,4329.700195,4434.299805,4329.200195,4434.200195,1405939400,4434.200195
25/08/2009,4430.700195,4442.100098,4400.200195,4417.5,1509120100,4417.5
26/08/2009,4418.700195,4476.799805,4418.700195,4464.399902,2250122800,4464.399902
27/08/2009,4460.700195,4468.100098,4434.799805,4458.100098,2221704000,4458.100098
28/08/2009,4466.399902,4497.200195,4466,4495.899902,1908021200,4495.899902
31/08/2009,4493.200195,4540.200195,4476.299805,4484.100098,2045021600,4484.100098
1/09/2009,4481.600098,4520,4469.700195,4511.299805,1541666200,4511.299805
2/09/2009,4490.799805,4490.799805,4412.399902,4436.600098,1609031600,4436.600098
3/09/2009,4432.799805,4448.200195,4412.5,4432.899902,1408655400,4432.899902
4/09/2009,4445.299805,4480.200195,4441.100098,4442.700195,1768366000,4442.700195
7/09/2009,4449.600098,4473.799805,4448.399902,4461.100098,1846245800,4461.100098
8/09/2009,4467.200195,4529.899902,4467.200195,4527.799805,1812606800,4527.799805
9/09/2009,4535.299805,4558.299805,4510.600098,4527.100098,1853315200,4527.100098
10/09/2009,4528.399902,4578.799805,4528.399902,4573.5,1974461600,4573.5
11/09/2009,4578.399902,4606.799805,4578,4596.299805,1665406000,4596.299805
14/09/2009,4596.5,4596.5,4525.399902,4536.100098,1346823900,4536.100098
