SETTLEMENTDATE,TOTALDEMAND,RRP
2019-10-25,7946.533124999998,74.35729166666665
2019-10-26,6995.93,72.60083333333333
2019-10-27,6412.172291666669,83.88458333333334
2019-10-28,7188.780416666666,99.05124999999997
2019-10-29,7311.275416666667,132.30291666666665
2019-10-30,7586.256249999999,168.46208333333337
2019-10-31,7817.087916666667,114.76666666666667
2019-11-01,7721.062916666667,95.92270833333332
2019-11-02,7231.15125,83.47229166666669
2019-11-03,7154.219791666666,80.63437499999999
2019-11-04,7424.598749999998,80.621875
2019-11-05,7308.133333333332,68.33
2019-11-06,7087.315416666664,55.47708333333332
2019-11-07,7504.716041666667,61.008124999999986
2019-11-08,7494.079791666666,65.77395833333337
2019-11-09,6505.583750000002,72.18854166666667
2019-11-10,6433.600624999999,76.38166666666667
2019-11-11,7309.103541666667,67.62145833333332
2019-11-12,7874.787083333334,66.83604166666667
2019-11-13,7101.927500000001,66.42854166666666
2019-11-14,7306.468749999997,75.72833333333337
2019-11-15,7509.996458333335,76.04562499999999
2019-11-16,6781.366666666668,79.74104166666666
2019-11-17,6679.681041666668,65.28791666666666
2019-11-18,7382.71520833333,68.80479166666667
2019-11-19,8006.878124999998,79.35604166666667
2019-11-20,7736.680833333335,75.56479166666666
2019-11-21,8406.476874999998,70.65375
2019-11-22,8071.562083333333,64.76312499999999
2019-11-23,7213.296249999999,52.3425
2019-11-24,6964.984791666667,57.18812500000001
2019-11-25,7948.022916666668,67.14625
2019-11-26,8023.52645833333,58.378750000000004
2019-11-27,7276.637291666666,59.70437499999999
2019-11-28,7637.543124999999,71.22270833333333
2019-11-29,8119.387916666666,76.91729166666666
2019-11-30,7101.255833333333,58.05437499999999
2019-12-01,6684.298541666664,44.27645833333332
2019-12-02,7163.356666666666,39.160000000000004
2019-12-03,7251.050625000003,43.771874999999994
2019-12-04,7496.848333333334,49.221250000000005
2019-12-05,7918.703333333332,66.02270833333333
2019-12-06,7917.06729166667,53.77395833333333
2019-12-07,7143.039999999998,56.49583333333334
2019-12-08,6927.035416666667,50.414583333333326
2019-12-09,8211.946874999998,65.6875
2019-12-10,8620.240625000002,52.618750000000006
2019-12-11,7748.506666666665,55.62187500000002
2019-12-12,7627.1483333333335,45.40687500000001
2019-12-13,7520.743958333333,59.33062500000002
2019-12-14,7244.625833333334,62.57562499999998
2019-12-15,7382.935833333332,58.182083333333345
2019-12-16,7682.303541666664,64.26354166666665
2019-12-17,7722.311041666669,57.16166666666666
2019-12-18,8029.423750000001,52.226041666666674
2019-12-19,8810.094166666668,53.84854166666667
2019-12-20,8168.587708333335,48.525
2019-12-21,8322.024375,50.08687499999999
2019-12-22,6824.841874999998,40.13187500000001
2019-12-23,7287.088125000002,44.303125000000016
2019-12-24,7522.140625000001,57.33625000000003
2019-12-25,6617.270000000003,40.98583333333333
2019-12-26,6950.807083333333,44.04270833333334
2019-12-27,7508.199791666665,50.01854166666667
2019-12-28,7694.271458333334,49.4025
2019-12-29,7746.240833333333,53.89104166666666
2019-12-30,8321.401041666664,56.57270833333333
2019-12-31,8503.726874999998,49.40874999999999
2020-01-01,7080.991875000001,46.50770833333332
2020-01-02,7592.20708333333,57.661875
2020-01-03,8409.726458333336,59.289375
2020-01-04,9355.247291666668,1282.9389583333332
2020-01-05,7291.352708333336,41.26937499999999
2020-01-06,7619.549999999998,47.75229166666666
2020-01-07,8240.597083333332,55.67145833333333
2020-01-08,8235.527083333332,51.214375
2020-01-09,8000.005624999999,47.490625
2020-01-10,9098.401875,54.69541666666668
